Zone,Tag,Factor,Early_Effect,Early_CI_L,Early_CI_U,Early_p,Late_Effect,Late_CI_L,Late_CI_U,Late_p,Delta,Delta_p,Delta_CI_L,Delta_CI_U
All,Full,mean_temp,0.038319324553781654,0.017696470960633388,0.058942178146929924,2.7072879905340604e-4,0.005286170281301686,-0.015092724967299243,0.025665065529902616,0.6111703403680595,-0.03303315427247997,1.4918046697001233e-4,-0.05009607474292284,-0.01597023380204035
All,Full,sen_temp,-0.003995317683780005,-0.023956431830194518,0.015965796462634504,0.6948390179672239,0.0043315473613548105,-0.004968688056730052,0.013631782779439673,0.36132387364539104,0.008326865045134815,0.46347908213820643,-0.013939338017680575,0.030593068107950226
All,Full,mean_Q,-0.0020828816192910407,-0.010820525845408253,0.0066547626068261725,0.6403448748084376,-0.016469593592727576,-0.026547064311789367,-0.006392122873665784,0.0013592566722387513,-0.014386711973436536,0.025511616149830007,-0.027010415339452247,-0.001763008607421691
All,Full,mean_organic,-0.0070498162260266214,-0.01847610013416185,0.004376467682108606,0.22656170177580745,-0.017427886784449596,-0.02920550734250211,-0.005650266226397083,0.0037286651497707777,-0.010378070558422974,0.20015122468376947,-0.026256977495381043,0.005500836378534055
All,Full,mean_salinity,0.00183156574971646,-0.00920761943916378,0.012870750938596699,0.7450393145245191,0.005258865891029814,-0.0038816525468175402,0.014399384328877168,0.2594732098070829,0.0034273001413133537,0.6386212517284762,-0.010878850064893211,0.017733450347520018
All,Full,HFP_period,-0.002241378751474587,-0.014476763102447776,0.009994005599498604,0.719563378669235,-0.00879220208396743,-0.019542956078530436,0.0019585519105955775,0.10895640812222702,-0.006550823332492842,0.4132227872148754,-0.02224477078261125,0.0091431241176263
All,Full,elevation,0.0016921975018992248,-0.009835881978584125,0.013220276982382574,0.7735752151661338,-0.008657543051695575,-0.019500672047863474,0.0021855859444723253,0.11760506083182237,-0.0103497405535948,0.133338569681147,-0.02386458897869912,0.003165107871509103
All,Trim,mean_temp,0.03160055205814413,0.0164367026046501,0.046764401511638166,4.41818522196856e-5,0.009002623298839165,-0.006019393623101738,0.024024640220780068,0.2401559462207099,-0.02259792875930497,4.794601717567919e-4,-0.0352760617283928,-0.009919795790218941
All,Trim,sen_temp,-0.003474153658794218,-0.018403771027769272,0.011455463710180837,0.6483268568795367,0.0019126354666722581,-0.005008823389754944,0.008834094323099461,0.5880906559717174,0.005386789125466476,0.5260495826668727,-0.01126832695560934,0.02204190520654235
All,Trim,mean_Q,-8.416578245761554e-5,-0.006576587130190765,0.006408255565275534,0.9797292277768601,-0.016132751476457038,-0.023660464731951873,-0.008605038220962202,2.664117670760967e-5,-0.01604858569399942,8.224771224724189e-4,-0.025448376431729387,-0.006648794956269962
All,Trim,mean_organic,-0.003130750753018588,-0.011662122921281196,0.005400621415244019,0.47198911473522204,-0.0152191134050485,-0.023955045752698256,-0.006483181057398743,6.389722947096337e-4,-0.012088362652029911,0.04504355657934598,-0.02390953400433847,-2.671912997226234e-4
All,Trim,mean_salinity,-0.001684408076460464,-0.009920001992436481,0.006551185839515553,0.6885179274593449,0.00463226915649713,-0.0021373308123020292,0.01140186912529629,0.1798702355329139,0.006316677232957594,0.24466895715416398,-0.004326272655596671,0.01695962712151164
All,Trim,HFP_period,0.0010849885341139788,-0.008038859804435118,0.010208836872663076,0.8157033803035412,-0.0034569378780987307,-0.011457872525087762,0.0045439967688903,0.39708694020074914,-0.004541926412212709,0.44656958393822843,-0.01623933060073912,0.007155477776314293
